Reporting Account Name,Cusip,Security Description1,Security Description2,Coupon Rate,Maturity Date,Shares,Base Cost,Base Market Value,Base Unrealized Gain/Loss,Holdings As Of Date,Acctg Status Update (CST),Price Date,Income Rate Type Desc,Payment Frequency Desc,Issuer Name,Base Issuer Name,Ticker,5500 Category Description,Asset Type Description,S&P Base LT Rating,S&P Parent LT Rating,S&P Ultimate LT Rating,S&P Quality Rating - Non GRS,Moody's Base LT Rating,Moody's Parent LT Rating,Moody's Ultimate LT Rating,Moody Quality Rating - Non GRS,Fitch Base LT Rating,Fitch Base ST Rating,Fitch Parent LT Rating,Fitch Parent ST Rating,Fitch Ultimate LT Rating,Fitch Ultimate ST Rating,Fair Value Hierarchy Level,Frequency Requirement,Frequency Requirement Desc,Income Rate Type,Issue Type Description,Payment Frequency,Price Source,Price Source Description,Price Type Description,Security Type,Security Type Description,Current Yield,Modified Duration,Yield to Call,Yield to Maturity,Option Adjusted Duration,YTM At Book,YTM At Market
MILLENNIUM TTF FI,037833EC0,APPLE INC,1.200% 02/08/2028 DD 02/08/21,0.01,2/8/28,"10,000,000.00","9,975,900.00","8,902,100.00","-1,073,800.00",12/29/23,12/30/2023 1:14:58 AM,12/29/23,FIXED RATE,SEMI-ANNUAL,Apple Inc,Apple Inc,AAPL,CORPORATE DEBT INSTRUMENTS,TECHNOLOGY,AA+,AA+,AA+,AA+,Aaa,Aaa,Aaa,,,,,,,,2.00,D,DAILY,F,CORP-GOVT,1,T,IDSI,CLOSE,B,BOND,1.35,,4.29,4.17,,0.00,0.00
MILLENNIUM TTF FI,3130AY7M2,FEDERAL HOME LN BK CONS BD,5.000% 12/18/2026 DD 12/20/23,0.05,12/18/26,"10,000,000.00","10,000,000.00","10,000,000.00",0.00,12/29/23,12/30/2023 1:14:58 AM,1/1/00,FIXED RATE,SEMI-ANNUAL,United States of America,Federal Home Loan Bank Discount Notes,FHLB,U. S. GOVERNMENT SECURITIES,US AGENCIES,,,AA+,AA+,,Aaa,Aaa,NR,,,,,AA+,F1+,2.00,D,DAILY,F,CORP-GOVT,1,B1,COST AS DEFAULT,,B,BOND,,,,,,0.00,0.00
MILLENNIUM TTF FI,3133EMMN9,FEDERAL FARM CR BK CONS BD,0.190% 01/11/2024 DD 01/11/21,0.00,1/11/24,"20,000,000.00","19,982,400.00","19,972,200.00","-10,200.00",12/29/23,12/30/2023 1:14:58 AM,12/29/23,FIXED RATE,SEMI-ANNUAL,United States of America,Federal Farm Credit Banks Funding Corp,FFCB,U. S. GOVERNMENT SECURITIES,US AGENCIES,,AA+,AA+,AA+,Aaa,Aaa,Aaa,AAA,,F1+,AA+,F1+,AA+,F1+,2.00,D,DAILY,F,CORP-GOVT,1,T,IDSI,CLOSE,B,BOND,0.19,,10.69,5.85,,0.00,0.00
MILLENNIUM TTF FI,254687FK7,WALT DISNEY CO/THE,1.750% 08/30/2024 DD 09/06/19,0.02,8/30/24,"10,000,000.00","9,959,200.00","9,766,100.00","-193,100.00",12/29/23,12/30/2023 1:14:58 AM,12/29/23,FIXED RATE,SEMI-ANNUAL,Walt Disney Co/The,Walt Disney Co/The,DIS,CORPORATE DEBT INSTRUMENTS,COMMUNICATIONS,A-,A-,A-,A-,A2,A2,A2,AAA,A-,F2,A-,F2,A-,F2,2.00,D,DAILY,F,CORP-GOVT,1,T,IDSI,CLOSE,B,BOND,1.79,,5.89,5.39,,0.00,0.00
MILLENNIUM TTF FI,3133EMHF2,FEDERAL FARM CR BK CONS BD,0.600% 11/24/2025 DD 11/24/20,0.01,11/24/25,"10,000,000.00","9,989,000.00","9,263,000.00","-726,000.00",12/29/23,12/30/2023 1:14:58 AM,12/29/23,FIXED RATE,SEMI-ANNUAL,United States of America,Federal Farm Credit Banks Funding Corp,FFCB,U. S. GOVERNMENT SECURITIES,US AGENCIES,,AA+,AA+,AA+,Aaa,Aaa,Aaa,AAA,,F1+,AA+,F1+,AA+,F1+,2.00,D,DAILY,F,CORP-GOVT,1,T,IDSI,CLOSE,B,BOND,0.65,,50.00,4.74,,0.00,0.00
MILLENNIUM TTF FI,478160CK8,JOHNSON & JOHNSON,2.900% 01/15/2028 DD 11/10/17,0.03,1/15/28,"5,000,000.00","4,994,050.00","4,787,350.00","-206,700.00",12/29/23,12/30/2023 1:14:58 AM,12/29/23,FIXED RATE,SEMI-ANNUAL LONG,Johnson & Johnson,Johnson & Johnson,JNJ,CORPORATE DEBT INSTRUMENTS,HEALTH CARE,AAA,AAA,AAA,AAA,Aaa,Aaa,Aaa,AAA,WD,WD,WD,WD,WD,WD,2.00,D,DAILY,F,CORP-GOVT,2,T,IDSI,CLOSE,B,BOND,3.03,,4.15,4.08,,0.00,0.00
MILLENNIUM TTF FI,,DREYFUS GOVT CAS MGMT INST 289,VAR RT  12/31/2075 DD 06/03/97,0.05,12/31/75,"133,624,838.70","133,624,838.70","133,624,838.70",0.00,12/29/23,12/30/2023 1:14:58 AM,12/29/23,VARIABLE RATE,MONTHLY,Bank of New York Mellon Corp/The,Dreyfus Government Cash Management Funds,,REGISTERED INVESTMENT COMPANIES,SHORT TERM INVESTMENT FUNDS (US REGULATED),,NR,A,,,WR,A1,,,,NR,NR,AA-,F1+,1.00,O,NOT APPLICABLE,V,MUT-FUND,5,BV,BOOK VALUE,,B,BOND,,,0.96,,,0.00,0.00
MILLENNIUM TTF FI,3133EN5C0,FEDERAL FARM CR BK CONS BD,5.370% 12/27/2028 DD 12/27/22,0.05,12/27/28,"10,000,000.00","10,000,000.00","9,995,500.00","-4,500.00",12/29/23,12/30/2023 1:14:58 AM,12/29/23,FIXED RATE,SEMI-ANNUAL,United States of America,Federal Farm Credit Banks Funding Corp,FFCB,U. S. GOVERNMENT SECURITIES,US AGENCIES,,AA+,AA+,AA+,Aaa,Aaa,Aaa,AAA,,F1+,AA+,F1+,AA+,F1+,2.00,D,DAILY,F,CORP-GOVT,1,T,IDSI,CLOSE,G,MBS - MORTGAGE BACKED,5.38,,9.75,5.39,,0.00,0.00
MILLENNIUM TTF FI,713448FR4,PEPSICO INC,4.450% 05/15/2028 DD 02/15/23,0.04,5/15/28,"5,000,000.00","4,993,300.00","5,081,450.00","88,150.00",12/29/23,12/30/2023 1:14:58 AM,12/29/23,FIXED RATE,SEMI-ANNUAL LONG,PepsiCo Inc,PepsiCo Inc,PEP,CORPORATE DEBT INSTRUMENTS,FOOD BEVERAGE & TOBACCO,A+,A+,A+,A+,A1,A1,A1,BAA1,WD,WD,WD,WD,WD,WD,2.00,D,DAILY,F,CORP-GOVT,2,T,IDSI,CLOSE,B,BOND,4.38,,4.05,4.06,,0.00,0.00
MILLENNIUM TTF FI,037833CG3,APPLE INC,3.000% 02/09/2024 DD 02/09/17,0.03,2/9/24,"5,000,000.00","4,997,800.00","4,985,100.00","-12,700.00",12/29/23,12/30/2023 1:14:58 AM,12/29/23,FIXED RATE,SEMI-ANNUAL,Apple Inc,Apple Inc,AAPL,CORPORATE DEBT INSTRUMENTS,TECHNOLOGY,AA+,AA+,AA+,AA+,Aaa,Aaa,Aaa,B1,,,,,,,2.00,D,DAILY,F,CORP-GOVT,1,T,IDSI,CLOSE,B,BOND,3.01,,6.63,5.56,,0.00,0.00
MILLENNIUM TTF FI,594918BX1,MICROSOFT CORP,2.875% 02/06/2024 DD 02/06/17,0.03,2/6/24,"5,000,000.00","4,993,400.00","4,987,550.00","-5,850.00",12/29/23,12/30/2023 1:14:58 AM,12/29/23,FIXED RATE,SEMI-ANNUAL,Microsoft Corp,Microsoft Corp,MSFT,CORPORATE DEBT INSTRUMENTS,TECHNOLOGY,AAA,AAA,AAA,AAA,Aaa,Aaa,Aaa,,WD,WD,WD,WD,WD,WD,2.00,D,DAILY,F,CORP-GOVT,1,T,IDSI,CLOSE,B,BOND,2.88,,6.26,5.45,,0.00,0.00
MILLENNIUM TTF FI,3134GXHY3,FEDERAL HOME LN MTG CORP,0.750% 06/23/2026 DD 12/23/20,0.01,6/23/26,"14,000,000.00","13,866,720.00","12,831,700.00","-1,035,020.00",12/29/23,12/30/2023 1:14:58 AM,12/29/23,FIXED RATE,SEMI-ANNUAL,United States of America,Federal Home Loan Mortgage Corp,FHLMC,U. S. GOVERNMENT SECURITIES,US AGENCIES,NR,,AA+,,Aaa,,Aaa,AAA,AA+,F1+,,,AA+,F1+,2.00,D,DAILY,F,CORP-GOVT,1,T,IDSI,CLOSE,B,BOND,0.82,,41.46,4.51,,0.00,0.00
MILLENNIUM TTF MF,,DREYFUS GOVT CAS MGMT INST 289,VAR RT  12/31/2075 DD 06/03/97,0.05,12/31/75,"75,006,137.17","75,006,137.17","75,006,137.17",0.00,12/29/23,12/30/2023 1:14:58 AM,12/29/23,VARIABLE RATE,MONTHLY,Bank of New York Mellon Corp/The,Dreyfus Government Cash Management Funds,,REGISTERED INVESTMENT COMPANIES,SHORT TERM INVESTMENT FUNDS (US REGULATED),,NR,A,,,WR,A1,,,,NR,NR,AA-,F1+,1.00,O,NOT APPLICABLE,V,MUT-FUND,5,BV,BOOK VALUE,,B,BOND,,,0.96,,,0.00,0.00
MILLENNIUM TTF MF,922040100,VANGUARD INST INDEX-INST,,0.00,,"13,143.02","5,000,000.00","5,171,516.30","171,516.30",12/29/23,12/30/2023 1:14:58 AM,12/29/23,,INTEREST AT MAT OR NO INTEREST,Vanguard Group Inc/The,Vanguard Institutional Index Fund,VINIX,REGISTERED INVESTMENT COMPANIES,US EQUITY FUNDS (US REGULATED),,,,,,,,P-2,,,,,,,1.00,D,DAILY,,COMMON,0,T,IDSI,BID,S,,,,,,,0.00,0.00
MILLENNIUM TTF MF,922040407,VANGUARD INST TTL STK-INST+,,0.00,,"4,637,481.67","244,656,674.90","381,896,615.77","137,239,940.87",12/29/23,12/30/2023 1:14:58 AM,12/29/23,,INTEREST AT MAT OR NO INTEREST,Vanguard Group Inc/The,Vanguard Institutional Total Stock Market Index Fund,VITPX,REGISTERED INVESTMENT COMPANIES,US EQUITY INDEX FUNDS (US REGULATED),,,,,,,,,,,,,,,1.00,D,DAILY,,COMMON,0,T,IDSI,BID,S,,,,,,,0.00,0.00
